Taxid	Assembly	Specie	assembly_level	To_retrieve_MassSpec	Specie_name_orig_dataset
1961136	GCA_002204705.1	Thermoplasmatales^archaeon^B_DKE	Contig		
387957	GCA_002208625.1	Methanobrevibacter^sp.^87.7	Contig		
1920749	GCA_002214165.1	Candidatus^Mancarchaeum^acidiphilum	Complete Genome		
71997	GCA_002214385.1	Thermococcus^gorgonarius	Complete Genome		
54077	GCA_002214465.1	Thermococcus^barossii	Complete Genome		
71998	GCA_002214485.1	Thermococcus^pacificus	Complete Genome		
72803	GCA_002214505.1	Thermococcus^siculi	Complete Genome		
122420	GCA_002214525.1	Thermococcus^sp.^P6	Complete Genome		
49899	GCA_002214585.1	Thermococcus^profundus	Complete Genome		
54262	GCA_002214605.1	Thermococcus^chitonophagus	Complete Genome		
1874706	GCA_002243045.1	Methanolobus^psychrotolerans	Contig		
1480728	GCA_002252755.1	Halorubrum^sp.^Hd13	Scaffold		
1383851	GCA_002252985.1	Halorubrum^halodurans	Scaffold		
2012524	GCA_002254385.1	Thermoplasmatales^archaeon^ex4484_6	Contig		
2012516	GCA_002254395.1	Candidatus^Pacearchaeota^archaeon^ex4484_71	Contig		
2012508	GCA_002254405.1	Candidatus^Altiarchaeales^archaeon^ex4484_96	Contig		
2012504	GCA_002254415.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_52	Contig		
2012520	GCA_002254465.1	Desulfurococcales^archaeon^ex4484_42	Contig		
2012522	GCA_002254485.1	Thermoplasmatales^archaeon^ex4484_30	Contig		
2012514	GCA_002254495.1	Candidatus^Pacearchaeota^archaeon^ex4484_26	Contig		
2012503	GCA_002254545.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_224	Contig		
2012506	GCA_002254565.1	Candidatus^Altiarchaeales^archaeon^ex4484_2	Scaffold		
2012526	GCA_002254595.1	Thermofilum^sp.^ex4484_15	Contig		
2012527	GCA_002254645.1	Thermofilum^sp.^ex4484_79	Contig		
2012521	GCA_002254665.1	Desulfurococcales^archaeon^ex4484_58	Contig		
2012505	GCA_002254685.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_56	Contig		
2012531	GCA_002254705.1	Candidatus^Woesearchaeota^archaeon^ex4484_78	Contig		
2012518	GCA_002254745.1	Desulfurococcales^archaeon^ex4484_217_1	Contig		
2012523	GCA_002254765.1	Thermoplasmatales^archaeon^ex4484_36	Contig		
2011131	GCA_002254785.1	ANME-1^cluster^archaeon^ex4572_4	Scaffold		
2012515	GCA_002254805.1	Candidatus^Pacearchaeota^archaeon^ex4484_31	Contig		
1978124	GCA_002254825.2	Methanosarcinales^archaeon^ex4572_44	Scaffold		
2012525	GCA_002254885.1	Thermoplasmatales^archaeon^ex4572_165	Scaffold		
2012533	GCA_002254895.1	Thermoprotei^archaeon^ex4572_64	Scaffold		
2012507	GCA_002254945.1	Candidatus^Altiarchaeales^archaeon^ex4484_43	Scaffold		
2012512	GCA_002254965.1	Candidatus^Bathyarchaeota^archaeon^ex4484_231	Contig		
2012511	GCA_002254975.1	Candidatus^Bathyarchaeota^archaeon^ex4484_218	Contig		
2012519	GCA_002254985.1	Desulfurococcales^archaeon^ex4484_217_2	Contig		
2012509	GCA_002255025.1	Candidatus^Bathyarchaeota^archaeon^ex4484_135	Contig		
2012510	GCA_002255045.1	Candidatus^Bathyarchaeota^archaeon^ex4484_205	Scaffold		
2012502	GCA_002255055.1	Candidatus^Aenigmarchaeota^archaeon^ex4484_14	Scaffold		
2012517	GCA_002255065.1	Desulfurococcales^archaeon^ex4484_204	Contig		
2012532	GCA_002255105.1	Thaumarchaeota^archaeon^ex4484_121	Contig		
1978125	GCA_002255125.1	Euryarchaeota^archaeon^ex4484_162	Contig		
1978126	GCA_002255165.1	Euryarchaeota^archaeon^ex4484_178	Contig		
1917473	GCA_002256575.1	Methanosaeta^sp.^NSM2	Scaffold		
2032630	GCA_002286985.1	Halorubrum^sp.^WN019	Contig		
2161	GCA_002287175.1	Methanobacterium^bryantii	Contig		
1077256	GCA_002287195.1	Methanosphaera^cuniculi	Contig		
2026795	GCA_002317795.1	Thaumarchaeota^archaeon	Contig		
2026739	GCA_002317815.1	Euryarchaeota^archaeon	Contig		
1048396	GCA_002355635.1	Halopenitus^persicus	Complete Genome		
29284	GCA_002355655.1	Halorubrum^trapanicum	Complete Genome		
2012530	GCA_002412205.1	Candidatus^Geothermarchaeota^archaeon^ex4572_27	Scaffold		
2007299	GCA_002457145.1	Marine^Group^II^euryarchaeote^MED-G38	Contig		
2007296	GCA_002457155.1	Marine^Group^II^euryarchaeote^MED-G35	Contig		
2007294	GCA_002457195.1	Marine^Group^II^euryarchaeote^MED-G33	Contig		
2007297	GCA_002457595.1	Marine^Group^II^euryarchaeote^MED-G36	Contig		
2007295	GCA_002457605.1	Marine^Group^II^euryarchaeote^MED-G34	Contig		
2041147	GCA_002490245.1	Candidatus^Bathyarchaeota^archaeon^B24-2	Scaffold		
373386	GCA_002494345.1	Natrinema^ejinorense	Contig		
1915708	GCA_002494485.1	Nitrososphaerales^archaeon^UBA213	Scaffold		
1917431	GCA_002494525.1	archaeon^UBA490	Scaffold		
1915582	GCA_002494545.1	Methanosarcina^sp.^UBA363	Scaffold		
1915760	GCA_002494565.1	Thaumarchaeota^archaeon^UBA57	Scaffold		
1915567	GCA_002494625.1	Archaeoglobus^sp.^UBA234	Scaffold		
1915864	GCA_002494645.1	Euryarchaeota^archaeon^UBA256	Scaffold		
1915568	GCA_002494665.1	Archaeoglobus^sp.^UBA236	Scaffold		
1915983	GCA_002494685.1	Euryarchaeota^archaeon^UBA90	Scaffold		
1915761	GCA_002494765.1	Euryarchaeota^archaeon^UBA186	Scaffold		
1915926	GCA_002494865.1	Euryarchaeota^archaeon^UBA548	Scaffold		
1915467	GCA_002494885.1	Methanobacterium^sp.^UBA44	Scaffold		
1915599	GCA_002494895.1	Nitrososphaera^sp.^UBA210	Contig		
1915934	GCA_002494975.1	Euryarchaeota^archaeon^UBA556	Scaffold		
1915884	GCA_002495045.1	Euryarchaeota^archaeon^UBA41	Scaffold		
1915545	GCA_002495055.1	Methanoregula^sp.^UBA247	Scaffold		
1915553	GCA_002495065.1	Methanoregula^sp.^UBA471	Scaffold		
1915751	GCA_002495185.1	Thermoplasmata^archaeon^UBA184	Scaffold		
1915756	GCA_002495205.1	Thaumarchaeota^archaeon^UBA183	Scaffold		
1915693	GCA_002495225.1	Methanoregulaceae^archaeon^UBA288	Scaffold		
1915766	GCA_002495235.1	Euryarchaeota^archaeon^UBA287	Scaffold		
1915753	GCA_002495315.1	Thaumarchaeota^archaeon^UBA141	Scaffold		
1915676	GCA_002495325.1	Methanomassiliicoccaceae^archaeon^UBA593	Scaffold		
1915460	GCA_002495365.1	Methanobacterium^sp.^UBA405	Scaffold		
1915820	GCA_002495395.1	Euryarchaeota^archaeon^UBA174	Scaffold		
1915813	GCA_002495405.1	Euryarchaeota^archaeon^UBA15	Scaffold		
1917433	GCA_002495465.1	archaeon^UBA55	Scaffold		
1915989	GCA_002495485.1	Candidatus^Bathyarchaeota^archaeon^UBA185	Scaffold		
1915981	GCA_002495525.1	Euryarchaeota^archaeon^UBA89	Scaffold		
1915885	GCA_002495535.1	Euryarchaeota^archaeon^UBA433	Scaffold		
1915927	GCA_002495645.1	Euryarchaeota^archaeon^UBA549	Scaffold		
1915828	GCA_002495675.1	Euryarchaeota^archaeon^UBA182	Scaffold		
1915920	GCA_002495735.1	Euryarchaeota^archaeon^UBA54	Scaffold		
1915976	GCA_002495765.1	Euryarchaeota^archaeon^UBA84	Scaffold		
1915463	GCA_002495805.1	Methanobacterium^sp.^UBA419	Scaffold		
1915604	GCA_002495845.1	Sulfolobus^sp.^UBA167	Scaffold		
1915626	GCA_002495885.1	Methanocellaceae^archaeon^UBA148	Scaffold		
1915782	GCA_002495925.1	Euryarchaeota^archaeon^UBA101	Scaffold		
1915833	GCA_002496005.1	Euryarchaeota^archaeon^UBA194	Scaffold		
1916006	GCA_002496015.1	Candidatus^Pacearchaeota^archaeon^UBA73	Scaffold		
1915616	GCA_002496045.1	Desulfurococcaceae^archaeon^UBA150	Scaffold		
1915489	GCA_002496065.1	Methanobrevibacter^sp.^UBA586	Scaffold		
1915977	GCA_002496175.1	Euryarchaeota^archaeon^UBA85	Scaffold		
1915924	GCA_002496285.1	Euryarchaeota^archaeon^UBA546	Scaffold		
1915537	GCA_002496345.1	Methanomassiliicoccus^sp.^UBA382	Scaffold		
1915699	GCA_002496385.1	Methanomassiliicoccales^archaeon^UBA147	Scaffold		
1915629	GCA_002496395.1	Methanocorpusculaceae^archaeon^UBA456	Scaffold		
1915615	GCA_002496425.1	Acidilobaceae^archaeon^UBA162	Scaffold		
1915607	GCA_002496475.1	Vulcanisaeta^sp.^UBA163	Scaffold		
1915878	GCA_002496485.1	Euryarchaeota^archaeon^UBA36	Scaffold		
1915974	GCA_002496635.1	Euryarchaeota^archaeon^UBA82	Scaffold		
1915827	GCA_002496725.1	Euryarchaeota^archaeon^UBA181	Scaffold		
1915446	GCA_002496805.1	Methanobacterium^sp.^UBA353	Scaffold		
1915902	GCA_002496845.1	Euryarchaeota^archaeon^UBA495	Scaffold		
1915784	GCA_002496885.1	Euryarchaeota^archaeon^UBA104	Scaffold		
1915785	GCA_002496905.1	Euryarchaeota^archaeon^UBA105	Scaffold		
1915851	GCA_002496925.1	Euryarchaeota^archaeon^UBA227	Scaffold		
1915662	GCA_002496945.1	Methanomassiliicoccaceae^archaeon^UBA408	Scaffold		
1915835	GCA_002496985.1	Euryarchaeota^archaeon^UBA196	Scaffold		
1915669	GCA_002497075.1	Methanomassiliicoccaceae^archaeon^UBA472	Scaffold		
1915972	GCA_002497145.1	Euryarchaeota^archaeon^UBA68	Scaffold		
1915637	GCA_002497155.1	Methanomassiliicoccaceae^archaeon^UBA309	Scaffold		
1915849	GCA_002497185.1	Euryarchaeota^archaeon^UBA225	Scaffold		
1915646	GCA_002497195.1	Methanomassiliicoccaceae^archaeon^UBA354	Scaffold		
1915887	GCA_002497245.1	Euryarchaeota^archaeon^UBA439	Scaffold		
1915817	GCA_002497295.1	Euryarchaeota^archaeon^UBA171	Scaffold		
1915939	GCA_002497315.1	Euryarchaeota^archaeon^UBA560	Scaffold		
1915606	GCA_002497345.1	Thermoproteus^sp.^UBA157	Scaffold		
1915548	GCA_002497485.1	Methanoregula^sp.^UBA278	Scaffold		
1915968	GCA_002497545.1	Euryarchaeota^archaeon^UBA622	Scaffold		
1915794	GCA_002497645.1	Euryarchaeota^archaeon^UBA12	Scaffold		
1915773	GCA_002497685.1	Euryarchaeota^archaeon^UBA169	Scaffold		
1915778	GCA_002497865.1	Euryarchaeota^archaeon^UBA65	Scaffold		
1915841	GCA_002497885.1	Euryarchaeota^archaeon^UBA21	Scaffold		
1915860	GCA_002497905.1	Euryarchaeota^archaeon^UBA251	Scaffold		
1915692	GCA_002497965.1	Methanomicrobiaceae^archaeon^UBA436	Scaffold		
1915882	GCA_002497985.1	Euryarchaeota^archaeon^UBA4	Scaffold		
1915494	GCA_002498065.1	Methanoculleus^sp.^UBA208	Scaffold		
1916026	GCA_002498125.1	Candidatus^Woesearchaeota^archaeon^UBA525	Scaffold		
1915979	GCA_002498135.1	Euryarchaeota^archaeon^UBA87	Scaffold		
1915947	GCA_002498205.1	Euryarchaeota^archaeon^UBA596	Scaffold		
1915877	GCA_002498265.1	Euryarchaeota^archaeon^UBA35	Scaffold		
1915538	GCA_002498285.1	Methanomassiliicoccus^sp.^UBA386	Scaffold		
1915514	GCA_002498315.1	Methanofollis^sp.^UBA420	Scaffold		
1915476	GCA_002498445.1	Methanobrevibacter^sp.^UBA212	Scaffold		
1915954	GCA_002498455.1	Euryarchaeota^archaeon^UBA602	Scaffold		
1915943	GCA_002498525.1	Euryarchaeota^archaeon^UBA58	Scaffold		
1915846	GCA_002498535.1	Euryarchaeota^archaeon^UBA221	Scaffold		
1915632	GCA_002498545.1	Methanomassiliicoccaceae^archaeon^UBA271	Scaffold		
1915895	GCA_002498585.1	Euryarchaeota^archaeon^UBA465	Scaffold		
1915660	GCA_002498605.1	Methanomassiliicoccaceae^archaeon^UBA404	Scaffold		
1916013	GCA_002498685.1	Candidatus^Parvarchaeota^archaeon^UBA515	Scaffold		
1915491	GCA_002498705.1	Methanocorpusculum^sp.^UBA362	Scaffold		
1915522	GCA_002498825.1	Methanolinea^sp.^UBA437	Scaffold		
1915819	GCA_002498925.1	Euryarchaeota^archaeon^UBA173	Scaffold		
1915865	GCA_002498985.1	Euryarchaeota^archaeon^UBA257	Scaffold		
1915755	GCA_002499005.1	Thaumarchaeota^archaeon^UBA164	Contig		
1915855	GCA_002499015.1	Euryarchaeota^archaeon^UBA242	Scaffold		
1915701	GCA_002499085.1	Methanomassiliicoccales^archaeon^UBA280	Scaffold		
1916005	GCA_002499185.1	Candidatus^Pacearchaeota^archaeon^UBA284	Scaffold		
1915816	GCA_002499345.1	Euryarchaeota^archaeon^UBA170	Scaffold		
1915876	GCA_002499425.1	Euryarchaeota^archaeon^UBA34	Scaffold		
1915513	GCA_002499455.1	Methanoculleus^sp.^UBA77	Scaffold		
1915992	GCA_002499505.1	Candidatus^Diapherotrites^archaeon^UBA493	Scaffold		
1915705	GCA_002499525.1	Nitrosopumilales^archaeon^UBA218	Scaffold		
1915980	GCA_002499545.1	Euryarchaeota^archaeon^UBA88	Scaffold		
1915901	GCA_002499555.1	Euryarchaeota^archaeon^UBA494	Scaffold		
1915984	GCA_002499705.1	Euryarchaeota^archaeon^UBA91	Scaffold		
1915495	GCA_002499755.1	Methanoculleus^sp.^UBA291	Scaffold		
1915986	GCA_002499785.1	Euryarchaeota^archaeon^UBA99	Scaffold		
1915520	GCA_002499905.1	Methanolinea^sp.^UBA277	Scaffold		
1915871	GCA_002501605.1	Euryarchaeota^archaeon^UBA28	Scaffold		
1915581	GCA_002501645.1	Methanosarcina^sp.^UBA361	Scaffold		
1915497	GCA_002501655.1	Methanoculleus^sp.^UBA303	Scaffold		
1915528	GCA_002501695.1	Methanolobus^sp.^UBA474	Scaffold		
1915556	GCA_002501765.1	Methanosaeta^sp.^UBA204	Scaffold		
1915812	GCA_002501815.1	Euryarchaeota^archaeon^UBA14	Scaffold		
1915776	GCA_002501895.1	Euryarchaeota^archaeon^UBA491	Scaffold		
1915684	GCA_002501935.1	Nitrososphaeraceae^archaeon^UBA273	Scaffold		
1915521	GCA_002501965.1	Methanolinea^sp.^UBA286	Scaffold		
1915875	GCA_002501975.1	Euryarchaeota^archaeon^UBA31	Scaffold		
1915910	GCA_002502085.1	Euryarchaeota^archaeon^UBA502	Scaffold		
1915965	GCA_002502095.1	Euryarchaeota^archaeon^UBA62	Scaffold		
1917432	GCA_002502135.1	archaeon^UBA543	Scaffold		
1915799	GCA_002502215.1	Euryarchaeota^archaeon^UBA124	Scaffold		
1915543	GCA_002502245.1	Methanoregula^sp.^UBA154	Scaffold		
1915940	GCA_002502295.1	Euryarchaeota^archaeon^UBA561	Scaffold		
1915948	GCA_002502325.1	Euryarchaeota^archaeon^UBA597	Scaffold		
1915786	GCA_002502365.1	Euryarchaeota^archaeon^UBA106	Scaffold		
1915798	GCA_002502485.1	Euryarchaeota^archaeon^UBA123	Scaffold		
1915842	GCA_002502555.1	Euryarchaeota^archaeon^UBA214	Scaffold		
1915838	GCA_002502565.1	Euryarchaeota^archaeon^UBA20	Scaffold		
1915866	GCA_002502605.1	Euryarchaeota^archaeon^UBA258	Scaffold		
1915800	GCA_002502625.1	Euryarchaeota^archaeon^UBA125	Scaffold		
1915763	GCA_002502685.1	Euryarchaeota^archaeon^UBA202	Scaffold		
1915745	GCA_002502705.1	Thermoplasmatales^archaeon^UBA582	Scaffold		
1915999	GCA_002502725.1	Candidatus^Micrarchaeota^archaeon^UBA581	Scaffold		
1915554	GCA_002502735.1	Methanoregula^sp.^UBA64	Scaffold		
1915689	GCA_002502815.1	Methanomicrobiaceae^archaeon^UBA2	Scaffold		
1915425	GCA_002502855.1	Methanobacterium^sp.^UBA279	Scaffold		
1915891	GCA_002503015.1	Euryarchaeota^archaeon^UBA461	Scaffold		
1915881	GCA_002503045.1	Euryarchaeota^archaeon^UBA39	Scaffold		
1915690	GCA_002503105.1	Methanomicrobiaceae^archaeon^UBA206	Scaffold		
1915935	GCA_002503285.1	Euryarchaeota^archaeon^UBA557	Scaffold		
1915888	GCA_002503295.1	Euryarchaeota^archaeon^UBA441	Scaffold		
1916011	GCA_002503305.1	Candidatus^Parvarchaeota^archaeon^UBA449	Scaffold		
1915942	GCA_002503385.1	Euryarchaeota^archaeon^UBA563	Scaffold		
1915951	GCA_002503395.1	Euryarchaeota^archaeon^UBA60	Scaffold		
1915608	GCA_002503545.1	Candidatus^Methanomethylophilus^sp.^UBA78	Scaffold		
1915703	GCA_002503595.1	Methanosarcinales^archaeon^UBA203	Scaffold		
1915847	GCA_002503665.1	Euryarchaeota^archaeon^UBA222	Scaffold		
1915903	GCA_002503675.1	Euryarchaeota^archaeon^UBA496	Scaffold		
1916023	GCA_002503705.1	Candidatus^Woesearchaeota^archaeon^UBA153	Scaffold		
1915832	GCA_002503725.1	Euryarchaeota^archaeon^UBA193	Scaffold		
1915694	GCA_002503825.1	Methanoregulaceae^archaeon^UBA467	Scaffold		
1915765	GCA_002503845.1	Euryarchaeota^archaeon^UBA24	Scaffold		
1915941	GCA_002503905.1	Euryarchaeota^archaeon^UBA562	Scaffold		
1915752	GCA_002503985.1	Thermoplasmata^archaeon^UBA61	Contig		
1915677	GCA_002504405.1	Methanomassiliicoccaceae^archaeon^UBA71	Scaffold		
1915861	GCA_002504415.1	Euryarchaeota^archaeon^UBA252	Scaffold		
1915886	GCA_002504435.1	Euryarchaeota^archaeon^UBA438	Scaffold		
1915675	GCA_002504495.1	Methanomassiliicoccaceae^archaeon^UBA537	Scaffold		
1915458	GCA_002504505.1	Methanobacterium^sp.^UBA391	Scaffold		
1915635	GCA_002504645.1	Methanomassiliicoccaceae^archaeon^UBA306	Scaffold		
1915748	GCA_002504665.1	Thermoplasmatales^archaeon^UBA613	Scaffold		
1915944	GCA_002504675.1	Euryarchaeota^archaeon^UBA584	Scaffold		
1915814	GCA_002504695.1	Euryarchaeota^archaeon^UBA16	Scaffold		
1915624	GCA_002504725.1	Methanobacteriaceae^archaeon^UBA587	Scaffold		
1915787	GCA_002504805.1	Euryarchaeota^archaeon^UBA107	Scaffold		
1915859	GCA_002504845.1	Euryarchaeota^archaeon^UBA250	Scaffold		
1915957	GCA_002504905.1	Euryarchaeota^archaeon^UBA605	Scaffold		
1915956	GCA_002504935.1	Euryarchaeota^archaeon^UBA604	Scaffold		
1915975	GCA_002505155.1	Euryarchaeota^archaeon^UBA83	Scaffold		
1915969	GCA_002505325.1	Euryarchaeota^archaeon^UBA623	Scaffold		
1915853	GCA_002505355.1	Euryarchaeota^archaeon^UBA229	Scaffold		
1915863	GCA_002505405.1	Candidatus^Poseidonia^alphae	Scaffold		
1915963	GCA_002505415.1	Euryarchaeota^archaeon^UBA618	Scaffold		
1915834	GCA_002505445.1	Euryarchaeota^archaeon^UBA195	Scaffold		
1915913	GCA_002505455.1	Euryarchaeota^archaeon^UBA52	Scaffold		
1915593	GCA_002505485.1	Methanosarcina^sp.^UBA5	Scaffold		
1915945	GCA_002505495.1	Euryarchaeota^archaeon^UBA59	Scaffold		
1917428	GCA_002505525.1	archaeon^UBA431	Scaffold		
1917434	GCA_002505645.1	archaeon^UBA460	Scaffold		
1915909	GCA_002505685.1	Euryarchaeota^archaeon^UBA501	Scaffold		
1915424	GCA_002505765.1	Methanobacterium^sp.^UBA176	Scaffold		
1915564	GCA_002505805.1	Methanosaeta^sp.^UBA80	Scaffold		
1916022	GCA_002505845.1	Candidatus^Woesearchaeota^archaeon^UBA142	Scaffold		
1915850	GCA_002505935.1	Euryarchaeota^archaeon^UBA226	Scaffold		
1916021	GCA_002505945.1	Candidatus^Woesearchaeota^archaeon^UBA119	Scaffold		
1915809	GCA_002505985.1	Euryarchaeota^archaeon^UBA133	Scaffold		
1915704	GCA_002506015.1	Methanosarcinales^archaeon^UBA261	Scaffold		
1915792	GCA_002506025.1	Euryarchaeota^archaeon^UBA111	Scaffold		
1915628	GCA_002506085.1	Methanocorpusculaceae^archaeon^UBA425	Scaffold		
1916027	GCA_002506165.1	Candidatus^Woesearchaeota^archaeon^UBA544	Scaffold		
1915630	GCA_002506175.1	Methanomassiliicoccaceae^archaeon^UBA113	Scaffold		
1915856	GCA_002506185.1	Euryarchaeota^archaeon^UBA249	Scaffold		
1915650	GCA_002506255.1	Methanomassiliicoccaceae^archaeon^UBA367	Scaffold		
1915867	GCA_002506275.1	Euryarchaeota^archaeon^UBA259	Scaffold		
1915555	GCA_002506335.1	Methanosaeta^sp.^UBA114	Scaffold		
1917429	GCA_002506365.1	archaeon^UBA583	Scaffold		
1915791	GCA_002506385.1	Euryarchaeota^archaeon^UBA110	Scaffold		
1915844	GCA_002506405.1	Euryarchaeota^archaeon^UBA22	Scaffold		
1915569	GCA_002506515.1	Caldivirga^sp.^UBA161	Scaffold		
1915511	GCA_002506585.1	Methanoculleus^sp.^UBA430	Scaffold		
1915614	GCA_002506595.1	Acidilobaceae^archaeon^UBA158	Scaffold		
1915754	GCA_002506605.1	Thaumarchaeota^archaeon^UBA160	Scaffold		
164451	GCA_002506645.1	Vulcanisaeta^distributa	Scaffold		
1915597	GCA_002506665.1	Nitrosopumilus^sp.^UBA526	Scaffold		
1915928	GCA_002506705.1	Euryarchaeota^archaeon^UBA550	Scaffold		
1915923	GCA_002506725.1	Euryarchaeota^archaeon^UBA545	Scaffold		
1915767	GCA_002506745.1	Euryarchaeota^archaeon^UBA33	Scaffold		
1915892	GCA_002506755.1	Euryarchaeota^archaeon^UBA462	Scaffold		
1915783	GCA_002506825.1	Euryarchaeota^archaeon^UBA103	Scaffold		
1915883	GCA_002506875.1	Euryarchaeota^archaeon^UBA40	Scaffold		
1915631	GCA_002506985.1	Methanomassiliicoccaceae^archaeon^UBA248	Scaffold		
1915609	GCA_002507085.1	archaeon^UBA168	Scaffold		
1915937	GCA_002507165.1	Euryarchaeota^archaeon^UBA559	Scaffold		
1915936	GCA_002507175.1	Euryarchaeota^archaeon^UBA558	Scaffold		
1915527	GCA_002507205.1	Methanolobus^sp.^UBA32	Scaffold		
1915990	GCA_002507245.1	Candidatus^Bathyarchaeota^archaeon^UBA233	Scaffold		
1915570	GCA_002507275.1	Geoglobus^sp.^UBA232	Scaffold		
1915916	GCA_002507425.1	Euryarchaeota^archaeon^UBA53	Scaffold		
1915757	GCA_002508305.1	Thaumarchaeota^archaeon^UBA201	Scaffold		
1915605	GCA_002508315.1	Thermocladium^sp.^UBA166	Scaffold		
1915682	GCA_002508425.1	Methanosarcinaceae^archaeon^UBA470	Scaffold		
1915595	GCA_002508465.1	Methanosarcina^sp.^UBA7	Scaffold		
1915547	GCA_002508495.1	Methanoregula^sp.^UBA276	Scaffold		
1915541	GCA_002508545.1	Methanomassiliicoccus^sp.^UBA6	Scaffold		
1915526	GCA_002508635.1	Methanolobus^sp.^UBA118	Scaffold		
1915485	GCA_002508855.1	Methanobrevibacter^sp.^UBA403	Scaffold		
1915475	GCA_002508965.1	Methanobrevibacter^sp.^UBA190	Scaffold		
1915474	GCA_002508985.1	Methanobrevibacter^sp.^UBA189	Scaffold		
1915473	GCA_002509015.1	Methanobrevibacter^sp.^UBA188	Scaffold		
1915625	GCA_002509085.1	Methanobacteriaceae^archaeon^UBA588	Scaffold		
1915620	GCA_002509125.1	Methanobacteriaceae^archaeon^UBA237	Scaffold		
1915775	GCA_002509165.1	Euryarchaeota^archaeon^UBA488	Scaffold		
1915769	GCA_002509225.1	Euryarchaeota^archaeon^UBA102	Scaffold		
1915588	GCA_002509325.1	Methanosarcina^sp.^UBA402	Scaffold		
1915696	GCA_002509385.1	Methanomicrobia^archaeon^UBA590	Scaffold		
1915678	GCA_002509405.1	Methanomassiliicoccaceae^archaeon^UBA72	Scaffold		
1915525	GCA_002509485.1	Methanolinea^sp.^UBA477	Scaffold		
1915524	GCA_002509495.1	Methanolinea^sp.^UBA473	Scaffold		
1915471	GCA_002509665.1	Methanobacterium^sp.^UBA8	Scaffold		
1915622	GCA_002509745.1	Methanobacteriaceae^archaeon^UBA349	Scaffold		
1608465	GCA_002572525.1	Natrinema^sp.^CBA1119	Contig		
2026803	GCA_002685855.1	Candidatus^Woesearchaeota^archaeon	Contig		
2026773	GCA_002686195.1	Candidatus^Pacearchaeota^archaeon	Contig		
1906665	GCA_002686315.1	archaeon	Contig		
2026764	GCA_002687775.1	Nanoarchaeota^archaeon	Contig		
2024843	GCA_002690535.1	Nitrosopumilus^sp.	Contig		
2026808	GCA_002724795.1	Candidatus^Nitrosopelagicus^sp.	Contig		
2026714	GCA_002726865.1	Candidatus^Bathyarchaeota^archaeon	Contig		
1383844	GCA_002727125.1	Halorubrum^persicum	Scaffold		
2026747	GCA_002728275.1	Candidatus^Heimdallarchaeota^archaeon	Contig		
2026886	GCA_002737445.1	Nitrosarchaeum^sp.	Contig		
1974468	GCA_002762705.1	Candidatus^Woesearchaeota^archaeon^CG11_big_fil_rev_8_21_14_0_20_43_8	Scaffold		
1974466	GCA_002762765.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_45_5	Scaffold		
1974465	GCA_002762785.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_45_16	Scaffold		
1974463	GCA_002762795.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_37_12	Scaffold		
1974460	GCA_002762835.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_34_12	Scaffold		
1974462	GCA_002762845.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_36_11	Scaffold		
1974461	GCA_002762855.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_34_8	Scaffold		
1974458	GCA_002762915.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_32_9	Scaffold		
1974456	GCA_002762925.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_30_7	Scaffold		
1974407	GCA_002762975.1	Candidatus^Diapherotrites^archaeon^CG11_big_fil_rev_8_21_14_0_20_37_9	Scaffold		
1974464	GCA_002762985.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_44_13	Scaffold		
1974457	GCA_002763025.1	Candidatus^Woesearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_32_24	Scaffold		
1974445	GCA_002763035.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_35_13	Scaffold		
1974444	GCA_002763075.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_34_76	Scaffold		
1974441	GCA_002763085.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_32_14	Scaffold		
1974437	GCA_002763155.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_30_48	Scaffold		
1974438	GCA_002763165.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_31_24	Scaffold		
1974406	GCA_002763225.1	Candidatus^Diapherotrites^archaeon^CG10_big_fil_rev_8_21_14_0_10_31_34	Scaffold		
1974416	GCA_002763255.1	Candidatus^Micrarchaeota^archaeon^CG09_land_8_20_14_0_10_60_16	Scaffold		
1975556	GCA_002763265.1	archaeon^CG10_big_fil_rev_8_21_14_0_10_43_11	Scaffold		
